Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
Airplane,ATLANTIC CITY INTL,< 1000 ft,DC-9-30,1,1,05-12-2001,No damage,2,SOUTHEAST AIRLINES,New Jersey,Climb,Small,Some Cloud,Mourning dove,0,"1,000",0,No
Airplane,HOUSTON-HOBBY,< 1000 ft,HAWKER-SDLY HS125,1,1,5/13/01 0:00,No damage,2,BUSINESS,Texas,Approach,Medium,Some Cloud,Unknown bird - medium,0,150,0,No
Airplane,LAGUARDIA NY,< 1000 ft,B-737-400,1,1,5/13/01 0:00,No damage,2,US AIRWAYS*,New York,Climb,Small,No Cloud,Unknown bird - small,0,100,0,Yes
Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,1,5/14/01 0:00,No damage,2,US AIRWAYS*,Louisiana,Climb,Small,No Cloud,Unknown bird - small,0,5,0,Yes
Airplane,EPPLEY AIRFIELD,> 1000 ft,DC-9,1,1,5/15/01 0:00,No damage,2,MIDWEST AIRLINES,Nebraska,Approach,Small,No Cloud,Unknown bird - small,0,"1,400",0,No
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-767-400,1,1,5/16/01 0:00,No damage,2,DELTA AIR LINES,Florida,Approach,Small,Some Cloud,Unknown bird - small,0,800,0,Yes
Airplane,AMARILLO INTL,< 1000 ft,BE-1900,1,1,5/16/01 0:00,Caused damage,2,GREAT LAKES AIRLINES,Texas,Approach,Small,No Cloud,Unknown bird - small,0,10,0,No
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,5/16/01 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Some Cloud,Unknown bird - medium,0,"1,000",0,Yes
Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,MD-82,1,1,5/17/01 0:00,No damage,2,AMERICAN AIRLINES,New Jersey,Approach,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,DHC8 DASH 8,1,1,5/17/01 0:00,No damage,2,PIEDMONT AIRLINES,North Carolina,Descent,Small,Some Cloud,Unknown bird - small,0,"3,000",0,No
Airplane,MEMPHIS INTL,< 1000 ft,B-727,1,1,5/17/01 0:00,No damage,3,FEDEX EXPRESS,Tennessee,Climb,Small,No Cloud,Unknown bird - small,0,10,0,No
Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,MD-11,1,1,5/17/01 0:00,No damage,3,FEDEX EXPRESS,New Jersey,Descent,Small,No Cloud,Unknown bird - small,0,"6,000",0,No
Airplane,ROANOKE REGIONAL,< 1000 ft,SA226 TC,1,1,5/18/01 0:00,No damage,2,BUSINESS,Virginia,Approach,Medium,Some Cloud,Unknown bird - medium,0,200,0,No
Airplane,AIRBORNE AIRPARK,< 1000 ft,DC-9-40,1,1,5/18/01 0:00,No damage,2,ABX AIR,Ohio,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,000",0,No
Airplane,DEKALB-PEACHTREE ARPT,< 1000 ft,C-152,1,1,5/18/01 0:00,No damage,1,PRIVATELY OWNED,Georgia,Climb,Medium,No Cloud,Unknown bird - medium,0,100,0,No
Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,1,1,5/19/01 0:00,No damage,2,AMERICA WEST AIRLINES,Arizona,Landing Roll,Small,Overcast,House sparrow,0,0,0,Yes
Airplane,READING REGIONAL,< 1000 ft,DHC8 DASH 8,1,1,5/19/01 0:00,No damage,2,ALLEGHENYAIRLINES,Pennsylvania,Landing Roll,Small,Overcast,European starling,0,0,0,No
Airplane,GRANT COUNTY ARPT,< 1000 ft,B-747-1/200,1,1,5/19/01 0:00,No damage,4,JAPAN AIRLINES,Washington,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,TWEED-NEW HAVEN ARPT,< 1000 ft,DHC8 DASH 8,1,1,5/20/01 0:00,No damage,2,PIEDMONT AIRLINES,Connecticut,Approach,Medium,Some Cloud,Unknown bird - medium,0,400,0,No
Airplane,YEAGER ARPT,< 1000 ft,BE-1900,1,1,5/21/01 0:00,No damage,2,GULFSTREAM INTL AIRLINES,West Virginia,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,DALLAS LOVE FIELD ARPT,> 1000 ft,B-737-300,1,1,5/21/01 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Small,Some Cloud,Unknown bird - small,0,"1,200",0,Yes
Airplane,LOS ANGELES INTL,< 1000 ft,SAAB-340,1,1,5/21/01 0:00,Caused damage,2,AMERICAN EAGLE AIRLINES,California,Approach,Medium,Overcast,Unknown bird - medium,0,50,0,No
Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,1,5/22/01 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,CL-RJ100/200,1,1,5/22/01 0:00,No damage,2,MESA AIRLINES,DC,Approach,Small,Overcast,Unknown bird - small,0,300,0,No
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,1,1,5/22/01 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Landing Roll,Small,No Cloud,Zebra dove,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,1,5/23/01 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Large,No Cloud,Sandhill crane,0,500,0,No
Airplane,SPRINGFIELD-BRANSON NATIONAL,> 1000 ft,RKWL SHRIKE,1,1,5/23/01 0:00,No damage,2,BUSINESS,Missouri,Approach,Small,No Cloud,Unknown bird - small,0,"1,800",0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9,1,1,5/23/01 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Take-off run,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,LOVELL FIELD ARPT,< 1000 ft,DC-9,1,1,5/24/01 0:00,No damage,2,UNKNOWN,Tennessee,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,AIRBORNE AIRPARK,< 1000 ft,DC-9-30,1,1,5/24/01 0:00,No damage,2,ABX AIR,Ohio,Approach,Small,Some Cloud,Unknown bird - small,0,700,0,No
Airplane,MCCARREN INTL,> 1000 ft,B-737-300,1,1,5/24/01 0:00,No damage,2,AMERICA WEST AIRLINES,Nevada,Climb,Small,No Cloud,Unknown bird - small,0,"9,000",0,Yes
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-200,1,1,5/25/01 0:00,No damage,2,VANGUARD AIRLINES,Colorado,Landing Roll,Medium,No Cloud,Unknown bird - medium,0,0,0,Yes
Airplane,WESTCHESTER COUNTY ARPT,> 1000 ft,BA-41 JETSTR,1,1,5/26/01 0:00,No damage,2,ATLANTIC COAST AIRLINES,New York,Approach,Medium,Some Cloud,Unknown bird - medium,0,"6,000",0,No
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,5/26/01 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,Some Cloud,Meadowlarks,0,0,0,Yes
Airplane,MIAMI INTL,< 1000 ft,A-300,1,1,5/26/01 0:00,No damage,2,AMERICAN AIRLINES,Florida,Approach,Small,Some Cloud,Unknown bird - small,0,20,0,No
Airplane,MCCARREN INTL,< 1000 ft,B-737-300,1,1,5/27/01 0:00,No damage,2,UNITED AIRLINES,Nevada,Landing Roll,Small,Some Cloud,Mourning dove,0,0,0,Yes
Airplane,LAGUARDIA NY,> 1000 ft,B-737-800,1,1,5/27/01 0:00,No damage,2,AMERICAN AIRLINES,New York,Approach,Small,Some Cloud,Unknown bird - small,0,"7,000",0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-200,1,1,5/28/01 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Climb,Small,No Cloud,Unknown bird - small,0,"6,000",0,Yes
Airplane,RICHARD LLOYD JONES JR ARPT,< 1000 ft,C-152,1,1,5/28/01 0:00,No damage,1,BUSINESS,Oklahoma,Approach,Small,No Cloud,Unknown bird - small,0,400,0,No
Airplane,PORT COLUMBUS INTL,< 1000 ft,HAWKER 1000,1,1,5/28/01 0:00,No damage,2,EXECUTIVE JET AVIATION,Ohio,Approach,Small,Some Cloud,Eastern meadowlark,0,10,0,No
Airplane,ALBERT WHITTED,< 1000 ft,CITATION II,1,1,5/29/01 0:00,No damage,2,UNKNOWN,Florida,Approach,Large,Some Cloud,Osprey,0,8,0,No
Airplane,WICHITA MID-CONTINENT ARPT,< 1000 ft,FOKKER F100,1,1,5/29/01 0:00,No damage,2,AMERICAN AIRLINES,Kansas,Climb,Medium,Overcast,Unknown bird - medium,0,100,0,No
Airplane,LOGAN INTL,> 1000 ft,FOKKER F100,1,1,5/29/01 0:00,No damage,2,AMERICAN AIRLINES,Massachusetts,Approach,Small,Overcast,Unknown bird - small,0,"2,500",0,No
Airplane,MONROE REGIONAL ARPT,> 1000 ft,SAAB-340,1,1,5/29/01 0:00,No damage,2,PINNACLE,Louisiana,Descent,Medium,No Cloud,Unknown bird - medium,0,"6,600",0,No
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-737-200,1,1,5/30/01 0:00,No damage,2,US AIRWAYS*,Florida,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,EPPLEY AIRFIELD,< 1000 ft,EMB-145,1,1,5/31/01 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Nebraska,Landing Roll,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,1,1,5/31/01 0:00,No damage,2,AMERICA WEST AIRLINES,Arizona,Landing Roll,Small,No Cloud,European starling,0,0,0,Yes
Airplane,PHOENIX SKY HARBOR,> 1000 ft,A-320,1,1,06-01-2001,No damage,2,AMERICA WEST AIRLINES,Arizona,Climb,Small,No Cloud,Unknown bird - small,0,"3,000",0,No
Airplane,YEAGER ARPT,> 1000 ft,BA-41 JETSTR,1,1,06-01-2001,Caused damage,2,TRANS STATES AIRLINES,West Virginia,Climb,Large,Some Cloud,Canada goose,0,"13,000",0,No
Airplane,COLUMBIA REGIONAL,< 1000 ft,DC-9-40,1,1,06-02-2001,No damage,2,ABX AIR,Missouri,Take-off run,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,MD-80,1,1,06-02-2001,No damage,2,AMERICAN AIRLINES,DC,Approach,Small,Some Cloud,Unknown bird - small,0,100,0,No
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,MD-82,1,1,06-02-2001,No damage,2,UNKNOWN,California,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,GRANT COUNTY ARPT,< 1000 ft,B-747,1,1,06-02-2001,No damage,4,JAPAN AIRLINES,Washington,Landing Roll,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,TUCSON INTL,< 1000 ft,DC-9-50,1,1,06-02-2001,No damage,2,AMERICAN AIRLINES,Arizona,Approach,Medium,No Cloud,Unknown bird - medium,0,50,0,No
Airplane,GRANT COUNTY ARPT,< 1000 ft,B-747-1/200,1,1,06-03-2001,No damage,4,JAPAN AIRLINES,Washington,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,MD-80,1,1,06-03-2001,No damage,2,AMERICAN AIRLINES,Illinois,Climb,Small,No Cloud,Unknown bird - small,0,400,0,No
Airplane,PORT COLUMBUS INTL,< 1000 ft,EMB-135,1,1,06-04-2001,No damage,2,AMERICAN EAGLE AIRLINES,Ohio,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,DES MOINES INTL,< 1000 ft,DORNIER 328,1,1,06-04-2001,No damage,2,SKYWAY AIRLINES,Iowa,Approach,Small,Overcast,Unknown bird - small,0,90,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,MD-90-30,1,1,06-04-2001,No damage,2,DELTA AIR LINES,Utah,Landing Roll,Small,No Cloud,American kestrel,0,0,0,No
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-200,1,1,06-04-2001,No damage,2,DELTA AIR LINES,Florida,Climb,Small,No Cloud,Unknown bird - small,0,10,0,Yes
Airplane,SIOUX GATEWAY ARPT,< 1000 ft,BA-146,1,1,06-05-2001,No damage,4,MESABA AIRLINES,Iowa,Approach,Small,Overcast,Unknown bird - small,0,90,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-320,1,1,06-05-2001,No damage,2,AMERICA WEST AIRLINES,DC,Climb,Small,No Cloud,Unknown bird - small,0,600,0,No
Airplane,KISSIMMEE GATEWAY ARPT,< 1000 ft,BE-58  BARON,1,1,06-05-2001,No damage,2,BUSINESS,Florida,Take-off run,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-319,1,1,06-06-2001,No damage,2,US AIRWAYS*,North Carolina,Approach,Small,No Cloud,Unknown bird - small,0,100,0,No
Airplane,DES MOINES INTL,> 1000 ft,CL-RJ100/200,1,1,06-06-2001,No damage,2,MESA AIRLINES,Iowa,Approach,Small,Overcast,Unknown bird - small,0,"1,600",0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,1,1,06-06-2001,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Overcast,Scissor-tailed flycatcher,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,1,06-06-2001,No damage,2,AMERICAN AIRLINES,Texas,Take-off run,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,GRANT COUNTY ARPT,< 1000 ft,B-747-1/200,1,1,06-06-2001,No damage,4,JAPAN AIRLINES,Washington,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,DENVER INTL AIRPORT,< 1000 ft,MD-83,1,1,06-06-2001,No damage,2,AMERICAN AIRLINES,Colorado,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,STELLAR AIRPARK,< 1000 ft,C-172,1,1,06-06-2001,Caused damage,1,BUSINESS,Arizona,Climb,Large,No Cloud,Turkey vulture,"3,905",500,0,No
Airplane,DESTIN-FORT WALTON BEACH ARPT,< 1000 ft,BE-400 BJET,1,1,06-08-2001,Caused damage,2,BUSINESS,Florida,Climb,Medium,Overcast,Unknown bird - medium,0,50,0,No
Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,B-747-1/200,1,1,06-08-2001,No damage,4,KOREAN AIR,Alaska,Take-off run,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,CALGARY INTL,> 1000 ft,MD-82,1,1,06-08-2001,No damage,2,AMERICAN AIRLINES,Alberta,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,300",0,No
Airplane,SAN DIEGO INTL,< 1000 ft,MD-82,1,1,06-09-2001,No damage,2,AMERICAN AIRLINES,California,Approach,Small,Overcast,Unknown bird - small,0,100,0,No
Airplane,NORFOLK REGIONAL ARPT,> 1000 ft,BE-1900,1,1,06-09-2001,No damage,2,GREAT LAKES AIRLINES,Nebraska,Descent,Small,Some Cloud,Unknown bird - small,0,"6,000",0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-300,1,1,06-10-2001,No damage,2,DELTA AIR LINES,Utah,Approach,Medium,Some Cloud,Unknown bird - medium,0,600,0,Yes
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-727,1,1,06-10-2001,No damage,3,DELTA AIR LINES,Kentucky,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,BOISE AIR TERMINAL/GOWEN FIELD,< 1000 ft,B-737-500,1,1,06-10-2001,No damage,2,SOUTHWEST AIRLINES,Idaho,Climb,Small,No Cloud,Unknown bird - small,0,2,0,Yes
Airplane,LAGUARDIA NY,< 1000 ft,A-319,1,1,06-11-2001,No damage,2,US AIRWAYS*,New York,Approach,Medium,Overcast,Mallard,0,100,0,No
Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,CITATION II,1,1,06-11-2001,No damage,2,PRIVATELY OWNED,Texas,Approach,Small,Some Cloud,Unknown bird - small,0,100,0,No
Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,FOKKER F100,1,1,06-11-2001,No damage,2,AMERICAN AIRLINES,New York,Approach,Small,Overcast,American robin,0,50,0,No
Airplane,MIAMI INTL,< 1000 ft,A-320,1,1,06-11-2001,Caused damage,2,AIR CANADA,Florida,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,DC-9-30,1,1,06-11-2001,No damage,2,US AIRWAYS*,New York,Take-off run,Small,Overcast,Mourning dove,0,0,0,No
Airplane,TULSA INTL,< 1000 ft,PA-44 SEMINOLE,1,1,06-12-2001,No damage,2,BUSINESS,Oklahoma,Approach,Small,No Cloud,Unknown bird - small,0,20,0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,BA-146,1,1,6/13/01 0:00,No damage,4,MESABA AIRLINES,Kentucky,Landing Roll,Small,No Cloud,European starling,0,0,0,No
Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-767-300,1,1,6/13/01 0:00,No damage,2,AMERICAN AIRLINES,New York,Approach,Small,Overcast,Willet,0,40,0,Yes
Airplane,PORTLAND INTL (OR),< 1000 ft,DHC8 DASH 8,1,1,6/13/01 0:00,No damage,2,HORIZON AIR,Oregon,Take-off run,Large,No Cloud,Great blue heron,0,0,0,No
Airplane,KETCHIKAN INTL ARPT,< 1000 ft,B-737-400,1,1,6/14/01 0:00,No damage,2,ALASKA AIRLINES,Alaska,Approach,Medium,Overcast,Unknown bird - medium,0,5,0,Yes
Airplane,PORT COLUMBUS INTL,< 1000 ft,CL-RJ100/200,1,1,6/14/01 0:00,No damage,2,MIDWAY AIRLINES,Ohio,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,LOUISVILLE INTL ARPT,> 1000 ft,SHORTS 360,1,1,6/14/01 0:00,No damage,2,AIR CARGO CARRIERS,Kentucky,Descent,Medium,No Cloud,Unknown bird - medium,0,"4,000",0,No
Airplane,SANTA BARBARA MUNICIPAL,< 1000 ft,HAWKER-SDLY HS125,1,1,6/16/01 0:00,No damage,2,BUSINESS,California,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,MINETA SAN JOSE INTL,< 1000 ft,A-320,1,1,6/16/01 0:00,No damage,2,AMERICA WEST AIRLINES,California,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,DELAWARE COUNTY REGIONAL ARPT,> 1000 ft,C-182 SKYLAN,1,1,6/16/01 0:00,No damage,1,PRIVATELY OWNED,Indiana,Approach,Large,No Cloud,Unknown bird - large,0,"2,000",0,No
Airplane,METRO OAKLAND INTL,< 1000 ft,DC-10,1,1,6/16/01 0:00,No damage,3,FEDEX EXPRESS,California,Climb,Medium,Some Cloud,Unknown bird - medium,0,100,0,No
Airplane,LOS ANGELES INTL,< 1000 ft,B-767-200,1,1,6/19/01 0:00,No damage,2,AMERICAN AIRLINES,California,Approach,Small,No Cloud,Unknown bird - small,0,500,0,Yes
Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,DC-8-63,1,1,6/19/01 0:00,No damage,4,ABX AIR,Illinois,Approach,Small,No Cloud,Unknown bird - small,0,"7,000",0,No
Airplane,YAKIMA AIR TERMINAL,< 1000 ft,C-560,1,1,6/20/01 0:00,No damage,2,BUSINESS,Washington,Landing Roll,Small,No Cloud,European starling,0,0,0,No
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,EMB-135,1,1,6/20/01 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),New York,Approach,Small,Some Cloud,Rock pigeon,0,600,0,No
Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,MD-82,1,1,6/20/01 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Small,No Cloud,Unknown bird - small,0,"1,500",0,No
Airplane,HOUSTON-HOBBY,< 1000 ft,IAI-1124,1,1,6/21/01 0:00,No damage,2,BUSINESS,Texas,Climb,Small,No Cloud,Unknown bird - small,0,600,0,No
Airplane,JACKSON EVERS INTL,< 1000 ft,MD-80,1,1,6/21/01 0:00,No damage,2,DELTA AIR LINES,Mississippi,Climb,Small,Some Cloud,Unknown bird - small,0,300,0,No
Airplane,RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT,< 1000 ft,C-150,1,1,6/21/01 0:00,No damage,1,BUSINESS,North Carolina,Approach,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,1,1,6/22/01 0:00,No damage,2,AMERICA WEST AIRLINES,Arizona,Take-off run,Small,Some Cloud,Unknown bird - small,260,0,0,Yes
Airplane,NASHVILLE INTL,< 1000 ft,B-737-300,1,1,6/22/01 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Overcast,American crow,0,0,0,Yes
Airplane,RENO TAHOE INTL,< 1000 ft,B-737-500,1,1,6/22/01 0:00,No damage,2,SOUTHWEST AIRLINES,Nevada,Take-off run,Medium,No Cloud,Unknown bird - medium,0,0,0,Yes
Airplane,ALBUQUERQUE INTL,< 1000 ft,B-737-200,1,1,6/22/01 0:00,No damage,2,FRONTIER AIRLINES,New Mexico,Approach,Small,No Cloud,Unknown bird - small,0,"1,000",0,Yes
Airplane,PORT COLUMBUS INTL,< 1000 ft,DC-9-30,1,1,6/23/01 0:00,No damage,2,NORTHWEST AIRLINES,Ohio,Landing Roll,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,CAPITAL CITY (MI),< 1000 ft,AVRO RJ 85,1,1,6/23/01 0:00,No damage,4,MESABA AIRLINES,Michigan,Landing Roll,Small,Some Cloud,European starling,0,0,0,No
Airplane,LOUISVILLE INTL ARPT,< 1000 ft,EMB-145,1,1,6/24/01 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Climb,Small,No Cloud,American robin,0,10,0,No
Airplane,SARASOTA-BRADENTON,< 1000 ft,MERLIN III,1,1,6/24/01 0:00,No damage,2,PRIVATELY OWNED,Florida,Climb,Small,Overcast,Unknown bird - small,0,30,0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-300,1,1,6/25/01 0:00,Caused damage,2,US AIRWAYS*,DC,Climb,Medium,No Cloud,Unknown bird - medium,0,25,0,Yes
Airplane,MBS INTL,< 1000 ft,BE-90  KING,1,1,6/25/01 0:00,No damage,2,BUSINESS,Michigan,Take-off run,Small,No Cloud,European starling,0,0,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,EMB-120,1,1,6/25/01 0:00,No damage,2,SKYWEST AIRLINES,Utah,Approach,Small,No Cloud,Unknown bird - small,0,200,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,A-319,1,1,6/25/01 0:00,No damage,2,US AIRWAYS*,Texas,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,500",0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,BE-200 KING,1,1,6/26/01 0:00,No damage,2,PRIVATELY OWNED,North Carolina,Approach,Small,Some Cloud,Rock pigeon,0,200,0,No
Airplane,LOS ANGELES INTL,< 1000 ft,B-757-200,1,1,6/26/01 0:00,No damage,2,AMERICAN AIRLINES,California,Landing Roll,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,DUTCHESS COUNTY ARPT,< 1000 ft,C-172,1,1,6/26/01 0:00,No damage,1,BUSINESS,New York,Take-off run,Small,No Cloud,Rock pigeon,0,0,0,No
Airplane,GREATER PITTSBURGH,< 1000 ft,A-319,1,1,6/28/01 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Climb,Small,No Cloud,Unknown bird - small,0,100,0,No
Airplane,DENVER INTL AIRPORT,< 1000 ft,BE-1900,1,1,6/29/01 0:00,No damage,2,GREAT LAKES AIRLINES,Colorado,Approach,Small,Some Cloud,Mourning dove,0,27,0,No
Airplane,FRESNO YOSEMITE INTL,< 1000 ft,SAAB-340,1,1,6/30/01 0:00,No damage,2,AMERICAN EAGLE AIRLINES,California,Climb,Medium,No Cloud,Unknown bird - medium,0,"1,000",0,No
Airplane,GREENVILLE-SPARTANBURG INTL,< 1000 ft,CL-RJ100/200,1,1,6/30/01 0:00,No damage,2,ATLANTIC COAST AIRLINES,South Carolina,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,LEARJET-35,1,1,6/30/01 0:00,No damage,2,BUSINESS,California,Take-off run,Small,Some Cloud,Rock pigeon,0,0,0,No
Airplane,JAMES M COX DAYTON INTL,< 1000 ft,DC-8-70,1,1,6/30/01 0:00,No damage,4,EMERY WORLDWIDE,Ohio,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,BRADLEY INTL,< 1000 ft,B-737-200,1,1,07-01-2001,No damage,2,US AIRWAYS*,Connecticut,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,CIRRUS SR 20/22,1,1,07-01-2001,No damage,1,BUSINESS,Alabama,Landing Roll,Small,No Cloud,Mourning dove,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-88,1,1,07-01-2001,No damage,2,DELTA AIR LINES,Texas,Climb,Small,Some Cloud,Unknown bird - small,0,150,0,No
Airplane,HUNTSVILLE INTL,< 1000 ft,LEARJET-60,1,1,07-02-2001,No damage,2,BUSINESS,Alabama,Landing Roll,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,1,1,07-02-2001,No damage,2,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Some Cloud,Black-headed munia,0,0,0,No
Airplane,TUCSON INTL,< 1000 ft,MD-83,1,1,07-02-2001,No damage,2,AMERICAN AIRLINES,Arizona,Climb,Small,No Cloud,Unknown bird - small,0,20,0,No
Airplane,KAHULUI ARPT,< 1000 ft,B-737-700,1,1,07-03-2001,No damage,2,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,No Cloud,Unknown bird - medium,0,0,0,Yes
Airplane,DAVID'S ARPT,< 1000 ft,C-172,1,1,07-03-2001,No damage,1,BUSINESS,Michigan,Take-off run,Medium,Some Cloud,American crow,0,0,0,No
Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,MD-80,1,1,07-03-2001,No damage,2,AMERICAN AIRLINES,Colorado,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,GREATER ROCHESTER INTL,< 1000 ft,B-737-300,1,1,07-04-2001,No damage,2,UNITED AIRLINES,New York,Landing Roll,Small,Some Cloud,Mourning dove,0,0,0,Yes
Airplane,SACRAMENTO INTL,< 1000 ft,MD-80,1,1,07-04-2001,No damage,2,AMERICAN AIRLINES,California,Climb,Small,No Cloud,Unknown bird - small,0,150,0,No
